feature,mean_FN,mean_TP,std_FN,std_TP,mean_difference,cohen_d,abs_cohen_d
morph_V2_t_mean_median,0.001948698810767765,0.004282007782406715,0.01809122005992799,0.03348052955825141,-0.00233330897163895,-0.08145068135909589,0.08145068135909589
sq_aVL_noise_energy,3.2471264136122765e-05,2.9101031347707082e-05,4.99057077978672e-05,3.559069510496766e-05,3.3702327884156834e-06,0.08103328535130007,0.08103328535130007
st_V2_st_j60_median,0.14399999999999996,0.15448404255319145,0.1426139441603293,0.12103576054400729,-0.010484042553191492,-0.08088065415771241,0.08088065415771241
st_V2_st_slope_j20_j80_mean,0.00014153250381950688,0.000264766798616047,0.0017511393963890057,0.001372685946248383,-0.0001232342947965401,-0.08070586701061859,0.08070586701061859
st_V1_st_area_above_baseline_min,0.546543103448276,0.5926595744680851,0.5976220192424908,0.556639430797862,-0.0461164710198092,-0.08055398571090466,0.08055398571090466
st_V3_st_area_above_baseline_min,1.1650517241379312,1.252031914893617,1.0148735830466733,1.1440531130927376,-0.08698019075568575,-0.07929168366102142,0.07929168366102142
morph_V3_t_peak_value_max,0.0156896551724138,0.0220531914893617,0.08570191059242166,0.07750512913998583,-0.0063635363169479015,-0.07884975461275082,0.07884975461275082
st_V2_rs_ratio_min,-0.9783538029655063,-1.232284372863426,1.123747718268223,4.007286526130149,0.25393056989791973,0.07851424054581345,0.07851424054581345
morph_V3_t_inversion_indicator_std,0.11858114797206419,0.1336435055536396,0.19593237210333073,0.19254501267889698,-0.015062357581575411,-0.07770763951341263,0.07770763951341263
sq_V1_mean,-0.012974597701149403,-0.01398436170212763,0.013626099538432067,0.012890012965691538,0.001009764000978226,0.0766519111892575,0.0766519111892575
st_V2_st_j60_mean,0.14353309194186475,0.15325815388592626,0.14142323678341148,0.11922935124903739,-0.009725061944061503,-0.07592951986340056,0.07592951986340056
st_V2_r_amplitude_min,-0.8014310344827584,-0.7393723404255318,0.8089813808451357,0.8224343954181773,-0.06205869405722664,-0.07592483942504984,0.07592483942504984
st_V1_st_area_above_baseline_median,0.8516508620689657,0.897436170212766,0.6873692284556425,0.5546582118413035,-0.04578530814380033,-0.0752691473184013,0.0752691473184013
sq_aVF_max,1.0306896551724138,0.9838723404255318,0.6511213194571386,0.6108023888060019,0.046817314746882,0.0747446412219632,0.0747446412219632
morph_V2_t_peak_value_max,0.04436206896551724,0.05040425531914891,0.07275536436576509,0.08554136975369908,-0.0060421863536316706,-0.07464898772600746,0.07464898772600746
morph_V1_t_mean_std,0.013072745315644145,0.013975092677695335,0.011465093167550329,0.01250069162164754,-0.0009023473620511906,-0.07445567843440089,0.07445567843440089
st_V3_st_monotonicity_std,0.06394064733224307,0.060627579744217765,0.047912334121739626,0.04263438485129922,0.003313067588025305,0.0741099030093967,0.0741099030093967
st_V1_st_j80_j0_ratio_mean,0.398770570813671,0.4501402519689886,0.6951527415419025,0.6976931595925177,-0.05136968115531759,-0.07372936324493543,0.07372936324493543
st_V2_st_curvature_sign_median,0.6724137931034483,0.6170212765957447,0.6982226459074686,0.7869464684641249,0.055392516507703604,0.07340615876095997,0.07340615876095997
sq_III_range,1.1749655172413793,1.2229148936170213,0.7070975391312163,0.6284362839378942,-0.047949376375642005,-0.07272719329096743,0.07272719329096743
morph_V2_t_peak_value_median,-0.0069741379310344805,-0.0027287234042553186,0.04808995454047665,0.06551313068375927,-0.004245414526779161,-0.0713234470175272,0.0713234470175272
morph_V3_covedness_score_std,0.06340243512470019,0.06736717962569727,0.05232961774734584,0.059544342753951165,-0.003964744500997083,-0.06965212288727547,0.06965212288727547
st_V3_j_point_amplitude_min,0.02187931034482756,0.029319148936170214,0.11661221140086588,0.10073614289013685,-0.007439838591342653,-0.0695177930076829,0.0695177930076829
st_V1_st_j80_std,0.020018485707473402,0.02084957276014133,0.01179052592512124,0.012542452264406466,-0.0008310870526679268,-0.06776991460311235,0.06776991460311235
st_V2_st_slope_j20_j80_max,0.0008499999999999862,0.0009485815602836737,0.001739428936984734,0.0013036674481829607,-9.858156028368754e-05,-0.06644400320645241,0.06644400320645241
morph_V1_t_polarity_std,0.21848036401507637,0.241728480550432,0.3376806577089959,0.36715678232084276,-0.023248116535355634,-0.06525044273374613,0.06525044273374613
st_V3_high_takeoff_gt_1mm_min,0.20689655172413793,0.23404255319148937,0.40508069394726653,0.4233989094070723,-0.027146001467351438,-0.06516670487496261,0.06516670487496261
morph_V3_high_takeoff_gt_1mm_min,0.20689655172413793,0.23404255319148937,0.40508069394726653,0.4233989094070723,-0.027146001467351438,-0.06516670487496261,0.06516670487496261
st_V3_high_takeoff_gt_2mm_mean,0.08810385017281568,0.10543605330839372,0.2435282627710658,0.2834888724666123,-0.01733220313557804,-0.06441581783328458,0.06441581783328458
morph_V3_high_takeoff_gt_2mm_mean,0.08810385017281568,0.10543605330839372,0.2435282627710658,0.2834888724666123,-0.01733220313557804,-0.06441581783328458,0.06441581783328458
morph_V3_covedness_score_median,0.1382471264367816,0.14697429078014185,0.12842692042640463,0.14121868534898488,-0.008727164343360239,-0.06392609617164197,0.06392609617164197
st_V3_st_j40_min,0.05981034482758618,0.06626595744680851,0.10047537129969776,0.1014369551119372,-0.006455612619222326,-0.0638700415788524,0.0638700415788524
st_V3_st_slope_j0_j40_max,0.0015370689655172273,0.0016239361702127448,0.0016541564770045736,0.0011637357015919854,-8.68672046955175e-05,-0.06340195816218026,0.06340195816218026
morph_V3_t_amplitude_min,0.03731034482758617,0.03915957446808508,0.029462546005436692,0.029234216760607022,-0.0018492296404989117,-0.06306882260477954,0.06306882260477954
st_V1_st_j20_min,0.058517241379310345,0.0525,0.0846725419360211,0.10253157271911573,0.006017241379310347,0.06257208655092775,0.06257208655092775
st_V2_j_point_confidence_std,0.009188598448641259,0.006382978723404255,0.04862149278467735,0.043291467977395325,0.0028056197252370038,0.06182241907356196,0.06182241907356196
