feature,mean_abs_shap_brugada,mean_abs_shap_normal,mean_shap_brugada,mean_shap_normal,class_differential
st_V3_st_area_above_baseline_median,0.013622837907169,0.005813645870045127,0.009653604295668437,-0.004026494696444272,0.007809192037123873
morph_V1_trough_depth_between_humps_std,0.013434057199812811,0.01448185408471688,0.004488221783754663,-0.0005605115131101744,-0.0010477968849040686
sq_V1_std,0.013299500037376793,0.01337835896792669,0.00178389677189684,0.0015981332219825693,-7.885893054989691e-05
morph_V2_t_amplitude_n_valid,0.013118037575500455,0.008420007175101439,0.0028976984588600825,0.0017665033793857236,0.004698030400399017
sq_II_min,0.013047620099233938,0.013388126325576151,0.0013064455789954922,0.0012911363097900628,-0.00034050622634221317
sq_II_mean,0.013029941698585276,0.013474386915992878,0.0008947554076286515,-0.002000730402884478,-0.00044444521740760225
st_V1_st_area_above_baseline_std,0.01295776714742377,0.008903537203301396,0.009043608609537922,-0.000981053960824364,0.0040542299441223735
morph_V2_high_takeoff_gt_2mm_std,0.012919697638257925,0.00623811467586388,0.008125307596974864,-0.0007160388344723392,0.006681582962394045
sq_V1_range,0.012903744820995535,0.01080503433176966,0.0039465045982873806,4.503379728425182e-05,0.0020987104892258752
st_V3_st_monotonicity_min,0.01267198574827297,0.013044145406590515,0.0007838109375810909,-0.0012299736285458888,-0.00037215965831754495
morph_V1_high_takeoff_gt_1mm_max,0.012451496819083202,0.009209827969778787,-0.0007564522921548746,0.0003699363662961951,0.0032416688493044146
st_V2_st_j80_j0_ratio_std,0.012447273661259943,0.01345124252117807,0.011069508274208351,-0.001461942266861059,-0.0010039688599181272
morph_V3_t_peak_value_max,0.012218932694032453,0.010965728932336053,0.002539454429643199,-0.002025370146586015,0.0012532037616964
st_V1_j_point_confidence_max,0.011926531909817911,0.00851327116026798,0.00012298380759985788,0.0012673537235849842,0.0034132607495499304
st_V1_st_j60_std,0.011471141860575252,0.010672561304079096,0.002199429082929296,0.0033077651647792443,0.0007985805564961566
sq_aVF_min,0.011357372303640353,0.010303541737826017,-0.0017349210656002964,0.00046239114518987535,0.0010538305658143367
sq_V5_min,0.011207079854426203,0.00756505777997706,-0.005217198052958248,0.0002249927101299822,0.003642022074449143
st_V1_high_takeoff_gt_2mm_mean,0.011168814890062126,0.010820406943621278,0.0016022486992082355,-0.0027074875036020834,0.0003484079464408478
rr_cv,0.0109586344833951,0.011271579260759418,0.0006500962388235773,6.661441190088885e-06,-0.0003129447773643178
morph_V1_covedness_score_std,0.010655201439206523,0.00624483506802066,0.007337232476198359,-0.0029439315096011034,0.004410366371185863
st_V3_st_j80_median,0.010608513383684941,0.018673126969538382,-0.00029596616514027785,0.002217628401915053,-0.00806461358585344
st_V1_high_takeoff_gt_1mm_mean,0.010590622166759846,0.015507260273090637,0.008827771764542691,-0.0002481025060190984,-0.004916638106330791
st_V3_st_j20_mean,0.010537511674736252,0.00962082912113502,0.005695002113076793,0.0007060518442857604,0.0009166825536012328
sq_V6_min,0.010348909609509894,0.012134331605990967,-0.0022993860423172895,-0.0014772793192429597,-0.0017854219964810736
st_V3_st_slope_j20_j80_median,0.010316293828777556,0.007343496974632253,-0.0008166735668323606,0.003184850107544196,0.002972796854145303
morph_V3_t_polarity_min,0.010194640382879247,0.007088950606134387,-0.004549754789638284,-0.0009066932219427799,0.0031056897767448603
sq_V3_snr_proxy,0.010191060691385659,0.009519445536080527,0.0029901888010729323,-0.0011263813078403332,0.000671615155305132
st_V2_j_point_confidence_min,0.010159010764909895,0.008655137070892714,0.000834056955308806,0.0007382863524405612,0.0015038736940171816
st_V1_st_j20_min,0.01010090898514084,0.008943331242873182,0.005320953223731761,-0.002845539282390809,0.001157577742267657
st_V1_st_convexity_mean,0.010096089434564883,0.013227589407397052,-0.0021786231547594012,-0.0009043318414833452,-0.0031314999728321684
morph_V1_covedness_score_median,0.009928736408045008,0.011158470055445343,-0.004612441017586545,-0.0010798511743052343,-0.001229733647400335
st_V1_st_monotonicity_n_valid,0.009826235582953978,0.012005134745588567,0.0005436882871742183,-0.0018986758655294119,-0.0021788991626345896
st_V1_st_slope_j0_j40_median,0.009800288694861678,0.011267083905676196,0.0027120257953279826,-0.0027925972356899064,-0.0014667952108145185
morph_V1_t_peak_value_median,0.009798234249465156,0.006438608945701059,0.002043234383638363,-0.0003882432595959723,0.003359625303764097
st_V3_r_amplitude_max,0.009794247956505325,0.0056409758517602885,-0.005794823234655751,0.0001152330156714152,0.004153272104745037
morph_V1_t_mean_median,0.009726789910836425,0.010699390362597701,-0.00012508291015892397,0.0006985235314180173,-0.0009726004517612765
st_V1_rs_ratio_max,0.009725703362767619,0.01164356734473839,-0.00020286252722144957,0.0007225649792194659,-0.0019178639819707709
