feature,perm_importance_mean,perm_importance_std_within,perm_importance_fold_std,perm_importance_min,perm_importance_max,perm_stable
st_V3_st_slope_j0_j40_mean,0.0001154802715601385,0.0003700683348955459,0.0001435430917494723,0.0,0.00034482758620692683,False
st_V1_r_amplitude_mean,0.00011494252873563981,0.00011494252873563981,0.00025701930775861356,0.0,0.0005747126436781991,False
sq_aVF_std,0.00011095987094171884,0.000989856056629046,0.0009170858343169374,-0.0009961685823754451,0.0013645224171539127,False
st_V2_st_curvature_sign_min,0.00010949788263760508,0.0014550536504231645,0.0023538928251338603,-0.003196881091618024,0.003430799220272888,False
morph_V3_covedness_score_median,0.000109161793372341,0.0005729360839695406,0.00032643026958981787,-0.0003065134099616507,0.0005458089668616495,False
st_V1_st_j20_max,0.00010808630772334219,0.0003449269367777847,0.00015021227630714504,0.0,0.0003065134099617691,False
morph_V3_high_takeoff_gt_2mm_mean,0.00010727969348659196,0.00020331799481106187,0.00023988468724136106,0.0,0.0005363984674329598,False
sq_aVF_mean,0.0001060193587416743,0.0006628567134359524,0.0007494306822505955,-0.0004678362573099874,0.0014035087719298364,False
morph_V1_t_amplitude_max,0.0001035659071049284,0.002341558716026783,0.004741623275363644,-0.003859649122807089,0.007797270955165732,False
morph_V3_t_polarity_n_valid,0.00010262485716205989,0.0005890201406262894,0.000673312095571884,-0.0008406432748538213,0.0007662835249042358,False
morph_V2_high_takeoff_gt_2mm_mean,0.0001013645224171585,0.0001307060788634686,0.0002266579626315677,0.0,0.0005068226120857925,False
st_V3_j_point_amplitude_min,9.96168582375582e-05,0.00019400749273827816,0.00022275006672414001,0.0,0.000498084291187791,False
morph_V1_second_hump_amplitude_mean,9.961685823755672e-05,0.00026994505676335373,0.00022275006672413673,0.0,0.0004980842911877836,False
st_V1_st_slope_j20_j80_max,9.844054580895545e-05,0.000366092725273877,0.0004180877581929701,-0.0003654970760234022,0.0007797270955165247,False
sq_V2_rms,9.657525038651621e-05,0.00046578841667089014,0.0006733098307849109,-0.0005482456140351033,0.001226053639846821,False
